0,1,2,3,4,5
1540252800000,6581.20000000,6582.56000000,6568.00000000,6578.00000000,72.07635600
1540253700000,6577.79000000,6578.61000000,6565.65000000,6574.33000000,104.65024200
1540254600000,6576.72000000,6585.00000000,6574.43000000,6584.99000000,116.66344900
1540255500000,6582.91000000,6589.18000000,6579.87000000,6585.83000000,85.52702800
1540256400000,6585.83000000,6595.00000000,6582.15000000,6591.59000000,96.93814400
1540257300000,6591.59000000,6595.00000000,6582.16000000,6584.15000000,155.19937700
1540258200000,6585.99000000,6589.79000000,6584.48000000,6587.94000000,89.13585600
1540259100000,6587.00000000,6591.25000000,6586.48000000,6588.05000000,106.37457100
1540260000000,6588.04000000,6591.77000000,6587.23000000,6590.01000000,184.68733100
1540260900000,6590.02000000,6593.00000000,6587.23000000,6592.68000000,225.17786200
1540261800000,6590.63000000,6593.50000000,6587.91000000,6588.54000000,99.33791100
1540262700000,6588.54000000,6594.48000000,6588.01000000,6590.42000000,142.30090100
1540263600000,6590.43000000,6592.28000000,6588.30000000,6590.60000000,171.96503900
1540264500000,6590.20000000,6591.34000000,6588.25000000,6590.60000000,106.05632300
1540265400000,6590.60000000,6590.60000000,6576.21000000,6577.00000000,120.87350100
1540266300000,6577.01000000,6578.00000000,6565.60000000,6577.88000000,181.85763100
1540267200000,6577.88000000,6577.90000000,6575.02000000,6575.98000000,131.75308100
1540268100000,6575.56000000,6577.03000000,6572.64000000,6574.73000000,128.09664000
1540269000000,6576.98000000,6578.99000000,6566.90000000,6578.97000000,101.09337800
1540269900000,6577.78000000,6589.26000000,6570.01000000,6585.01000000,150.45245000
1540270800000,6585.02000000,6587.78000000,6578.95000000,6582.46000000,83.99400300
1540271700000,6582.55000000,6586.00000000,6579.01000000,6582.44000000,161.25859600
1540272600000,6584.88000000,6584.89000000,6579.05000000,6584.73000000,82.28941900
1540273500000,6583.95000000,6586.99000000,6581.33000000,6585.39000000,147.10248100
1540274400000,6583.64000000,6588.32000000,6578.38000000,6582.01000000,147.34054600
1540275300000,6582.01000000,6582.01000000,6575.00000000,6576.98000000,84.77055500
1540276200000,6576.02000000,6578.14000000,6567.87000000,6568.99000000,112.45825800
1540277100000,6568.99000000,6583.37000000,6567.87000000,6576.59000000,94.35050700
1540278000000,6577.68000000,6580.00000000,6567.38000000,6569.22000000,95.65024100
1540278900000,6569.03000000,6581.91000000,6569.03000000,6573.26000000,177.34910700
1540279800000,6573.87000000,6575.00000000,6570.00000000,6572.30000000,121.26036000
1540280700000,6572.30000000,6577.30000000,6570.06000000,6573.46000000,102.09348000
1540281600000,6572.03000000,6574.36000000,6570.00000000,6572.02000000,68.49230800
1540282500000,6572.01000000,6573.73000000,6569.02000000,6572.96000000,92.39358800
1540283400000,6572.95000000,6578.69000000,6572.04000000,6575.50000000,188.95370400
1540284300000,6575.50000000,6580.00000000,6572.99000000,6572.99000000,85.47493700
1540285200000,6572.99000000,6574.13000000,6559.93000000,6560.58000000,188.42448500
1540286100000,6564.73000000,6565.00000000,6543.61000000,6544.49000000,328.40441000
1540287000000,6544.49000000,6555.00000000,6536.01000000,6554.17000000,261.22575000
1540287900000,6554.17000000,6556.49000000,6545.00000000,6550.70000000,279.48933700
1540288800000,6548.24000000,6556.13000000,6544.42000000,6549.75000000,175.76721000
1540289700000,6553.40000000,6553.44000000,6540.29000000,6541.99000000,114.53773400
1540290600000,6540.30000000,6546.07000000,6538.88000000,6541.60000000,168.55858100
1540291500000,6540.00000000,6542.47000000,6515.45000000,6542.47000000,465.73892800
1540292400000,6542.46000000,6546.32000000,6533.85000000,6544.51000000,159.24918700
1540293300000,6544.52000000,6552.33000000,6540.18000000,6543.99000000,174.14316400
1540294200000,6543.98000000,6548.00000000,6538.02000000,6545.03000000,138.14892300
1540295100000,6547.93000000,6548.00000000,6540.00000000,6541.87000000,220.22057800
1540296000000,6541.86000000,6541.87000000,6535.88000000,6537.01000000,77.92027700
1540296900000,6537.53000000,6547.51000000,6533.44000000,6546.12000000,131.77322800
1540297800000,6546.13000000,6566.59000000,6546.13000000,6566.12000000,323.46363800
1540298700000,6566.10000000,6570.00000000,6562.39000000,6567.99000000,112.69948800
1540299600000,6567.73000000,6584.98000000,6567.73000000,6582.74000000,212.29461300
1540300500000,6582.75000000,6584.97000000,6567.58000000,6571.99000000,216.54889100
1540301400000,6572.90000000,6572.90000000,6566.75000000,6568.00000000,155.47282900
1540302300000,6567.78000000,6568.00000000,6561.70000000,6562.31000000,112.98199500
1540303200000,6562.31000000,6566.75000000,6561.70000000,6565.00000000,61.32660700
1540304100000,6565.00000000,6566.00000000,6555.20000000,6555.97000000,77.50236000
1540305000000,6557.99000000,6561.62000000,6553.50000000,6559.99000000,133.85456700
1540305900000,6559.99000000,6563.28000000,6556.70000000,6559.70000000,197.97306800
1540306800000,6561.00000000,6573.96000000,6558.01000000,6569.55000000,141.85902100
1540307700000,6569.54000000,6573.99000000,6564.05000000,6564.52000000,96.80281500
1540308600000,6564.52000000,6575.00000000,6559.91000000,6562.99000000,111.37155700
1540309500000,6562.92000000,6565.07000000,6555.70000000,6556.60000000,226.21055300
1540310400000,6556.60000000,6569.00000000,6556.59000000,6565.96000000,210.34593000
1540311300000,6565.96000000,6568.23000000,6558.00000000,6564.00000000,160.10650900
1540312200000,6563.95000000,6569.00000000,6562.04000000,6568.00000000,199.83540400
1540313100000,6568.93000000,6570.00000000,6565.00000000,6568.62000000,106.71590900
1540314000000,6568.62000000,6575.00000000,6563.60000000,6566.02000000,196.59949900
